Order,Property Id,Property Name,Parent Property Id,Parent Property Name,BBL - 10 digits,"NYC Borough, Block and Lot (BBL) self-reported",NYC Building Identification Number (BIN),Address 1 (self-reported),Address 2 (self-reported),Postal Code,Street Number,Street Name,Borough,DOF Gross Floor Area (ft²),Self-Reported Gross Floor Area (ft²),Primary Property Type - Self Selected,List of All Property Use Types at Property,Largest Property Use Type,Largest Property Use Type - Gross Floor Area (ft²),2nd Largest Property Use Type,2nd Largest Property Use - Gross Floor Area (ft²),3rd Largest Property Use Type,3rd Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings,Occupancy,Metered Areas (Energy),Metered Areas  (Water),ENERGY STAR Score,Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),Propane Use (kBtu),District Steam Use (kBtu),District Hot Water Use (kBtu),District Chilled Water Use (kBtu),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Electricity Use - Grid Purchase (kWh),Weather Normalized Site Electricity (kWh),Annual Maximum Demand (kW),Annual Maximum Demand (MM/YYYY),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Water Use (All Water Sources) (kgal),Water Use Intensity (All Water Sources) (gal/ft²),Water Required?,Generation Date,DOF Benchmarking Submission Status
29369,4985858,Original Campus,4985858,Original Campus,3019200001;3019190001;3019050120;3019210001;3019220001,3-01920-0001;3-01919-0001;3-01905-0120;3-01921-0001;3-01922-0001,,200 Grand Ave,,11205,Not found,Not found,Brooklyn, Not found ,900000,College/University,College/University,College/University,900000,,,,,1887,22,100,Whole Building,Whole Building,,50.7,53.5,34.2,36.9,2.5,0.3,,,,,,,,,,23226796.4,255965.5,7584514,2222893.6,2222893.6,,,1876,1233.7,642.3,6101,6.78,Not found,2/8/2019,Not found
29392,6281385,MM - LL84,6281385,MM - LL84,2027650226;2027650219,2-02765-0226;2-02765-0219,2006638;2006637,621-623 Manida Street,625-627 Manida Street,10474,Not found,Not found,Bronx, Not found ,85742,Multifamily Housing,Multifamily Housing,Multifamily Housing,85742,,,,,1916,2,100,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,Not found,2/8/2019,Not found
29449,6693881,Esplanade Gardens,6693881,Esplanade Gardens,1020160050;1017440001,1-02016-0050;1-01744-0001,1079770;1079771;1079772;1079773;1083992;1083993,700 ESPLANADE GDNS PLAZA,,10039,Not found,Not found,Manhattan, Not found ,2260000,Multifamily Housing,Multifamily Housing,Multifamily Housing,2260000,,,,,1966,5,100,Whole Building,,17,148.9,155.2,107.1,113.4,6,0.9,,,,,,,,,,195121293.7,2095560.2,47009733.7,13777763.2,13671512.4,,,14345.1,10363.8,3981.2,,,Not found,2/11/2019,Not found
29574,5877335,Medgar Evers Houses LL84,5877335,Medgar Evers Houses LL84,3016290001;3018160001,3-01629-0001;3-01816-0001,3398080;3325009;3325010;3325012;3825094;3398081;3325011;3051253;3341864;3341861;3341863;3341862,"590,600,620,630,701,715, 735,745,755, Gates Ave",,11221,Not found,Not found,Brooklyn, Not found ,281200,Multifamily Housing,Multifamily Housing,Multifamily Housing,296138,,,,,1973,2,100,,,98,61.1,63.6,34.6,36.9,4.2,0.2,,,,,,,,,,6055299.9,66980.5,4186947.7,1227124,1235492.3,,,676.2,321.6,354.6,,,Not found,2/11/2019,Not found
29665,4985858,Original Campus,4985858,Original Campus,3019200001;3019190001;3019050120;3019210001;3019220001,3-01920-0001;3-01919-0001;3-01905-0120;3-01921-0001;3-01922-0001,,200 Grand Ave,,11205,Not found,Not found,Brooklyn, Not found ,900000,College/University,College/University,College/University,900000,,,,,1887,22,100,Whole Building,Whole Building,,50.7,53.5,34.2,36.9,2.5,0.3,,,,,,,,,,23226796.4,255965.5,7584514,2222893.6,2222893.6,,,1876,1233.7,642.3,6101,6.78,Not found,2/12/2019,Not found
29699,2944898,ABC 47W 30W,,,1011190021;1011190043,1-01119-0021;1-01119-0043,1081016; 1028232,47 W 66th Street and 30 W 67th street,,10023,Not found,Not found,Manhattan, Not found ,267932,Office,"Data Center, Office, Restaurant",Office,183932,Data Center,74400,Restaurant,9600,1985,1,100,Whole Building,,,854.6,,342.3,,82.9,0.6,,512670,,,,,,,,15368499.5,167837.3,75825555.1,22223196.3,22223196.3,,,7276,854.3,6421.7,33069.1,123.42,Not found,2/12/2019,Not found
29708,6587683,Bushwick Center,6587683,Bushwick Center,3036680002;3036680001,3-03668-0002;3-03668-0001,3083265;3083264   ,50 Sheffield Ave,,11207,Not found,Not found,Brooklyn, Not found ,87395,Residential Care Facility,Residential Care Facility,Residential Care Facility,87395,,,,,1971,2,100,Whole Building,,,168,171.5,90.1,93.3,12.3,0.5,,,,,,,,,,4203800,44888.4,3668177.6,1075081.2,1075081.2,,,533.9,223.3,310.7,3904.5,44.68,Not found,2/12/2019,Not found
29881,4985858,Original Campus,4985858,Original Campus,3019200001;3019190001;3019050120;3019210001;3019220001,3-01920-0001;3-01919-0001;3-01905-0120;3-01921-0001;3-01922-0001,,200 Grand Ave,,11205,Not found,Not found,Brooklyn, Not found ,900000,College/University,College/University,College/University,900000,,,,,1887,22,100,Whole Building,Whole Building,,50.7,53.5,34.2,36.9,2.5,0.3,,,,,,,,,,23226796.4,255965.5,7584514,2222893.6,2222893.6,,,1876,1233.7,642.3,6101,6.78,Not found,2/13/2019,Not found
29945,6690212,Bergen Apartments (Parent Property),6690212,Bergen Apartments (Parent Property),3083410118;3083410120;3083410121;3083410113;3083410125;3083410100,3-08341-0118; 3-08341-0120; 3-08341-0121; 3-08341-0113; 3-08341-0125; 3-08341-0100,3349269; 3349274; 3319878; 3349268; 3349270; 3349264,1054 Bergen Avenue,,11234,Not found,Not found,Brooklyn, Not found ,167850,Multifamily Housing,Multifamily Housing,Multifamily Housing,167850,,,,,2003,6,95,Whole Building,Whole Building,89,61,62.4,30.3,31.3,5,0.1,,,,,,,,,,2295400,24123.9,2793035.4,818591.8,831101.9,,,358.5,121.9,236.5,4625.8,27.56,Not found,2/13/2019,Not found
29953,6690212,Bergen Apartments (Parent Property),6690212,Bergen Apartments (Parent Property),3083410118;3083410120;3083410121;3083410113;3083410125;3083410100,3-08341-0118; 3-08341-0120; 3-08341-0121; 3-08341-0113; 3-08341-0125; 3-08341-0100,3349269; 3349274; 3319878; 3349268; 3349270; 3349264,1054 Bergen Avenue,,11234,Not found,Not found,Brooklyn, Not found ,167850,Multifamily Housing,Multifamily Housing,Multifamily Housing,167850,,,,,2003,6,95,Whole Building,Whole Building,89,61,62.4,30.3,31.3,5,0.1,,,,,,,,,,2295400,24123.9,2793035.4,818591.8,831101.9,,,358.5,121.9,236.5,4625.8,27.56,Not found,2/13/2019,Not found
29970,6694037,2401 - 2425 Nostrand Avenue (Parent Property for Compliance),6694037,2401 - 2425 Nostrand Avenue (Parent Property for Compliance),3076120011;3076120034,3-07612-0011; 3-07612-0034,3207885; 3207886,2401 NOSTRAND AVE,,11210,Not found,Not found,Brooklyn, Not found ,245631,Multifamily Housing,Multifamily Housing,Multifamily Housing,245631,,,,,1955,2,95,Whole Building,Whole Building,52,103.6,106.6,69,71.9,5.2,0.5,,0,,,,,,,,12598499.8,132962.2,4360511.3,1277992.6,1280280.7,,,1038.5,669.2,369.3,4414.1,17.97,Not found,2/13/2019,Not found
30217,6654402,Beth Jacob and FIRST CONGREGATION ANSHE SFARD OF BOROUGH PARK,6679593,BYBP & Sefard,3056170038;3056170043,3056170038;3056170043, 3382700;3136747  ,4502 14 AVENUE,,11219,Not found,Not found,Brooklyn, Not found ,112002,K-12 School,"K-12 School, Worship Facility",K-12 School,97520,Worship Facility,14482,,,2003,1,100,,,98,37.6,37.2,13.4,13.3,3.9,,,,,,,,,,,,,1502792.7,440443.3,436346.2,,,127.3,0,127.3,,,Not found,2/14/2019,Not found
30218,6679593,BYBP & Sefard,6679593,BYBP & Sefard,3056170050;3056170043;3056170038,3056170050;3056170043;3056170038,3136748; 3136747;3382700 ,1371 46 Street,,11219,Not found,Not found,Brooklyn, Not found ,159428,K-12 School,"K-12 School, Worship Facility",K-12 School,144946,Worship Facility,14482,,,2003,2,100,Whole Building,,74,83.4,86.4,43.1,45.8,6.4,0.2,,,,,,,,,,3409200.1,38165.6,3469196.5,1016763.2,1021681,,,474.9,181.1,293.8,,,Not found,2/14/2019,Not found
30220,6654402,Beth Jacob and FIRST CONGREGATION ANSHE SFARD OF BOROUGH PARK,6679593,BYBP & Sefard,3056170038;3056170043,3056170038;3056170043,3136748;3382700 ,4502 14 AVENUE,,11219,Not found,Not found,Brooklyn, Not found ,112002,K-12 School,"K-12 School, Worship Facility",K-12 School,97520,Worship Facility,14482,,,2003,1,100,,,98,37.6,37.2,13.4,13.3,3.9,,,,,,,,,,,,,1502792.7,440443.3,436346.2,,,127.3,0,127.3,,,Not found,2/14/2019,Not found
30221,6679593,BYBP & Sefard,6679593,BYBP & Sefard,3056170050;3056170043;3056170038,3056170050;3056170043;3056170038,3136748; 3136747;3382700 ,1371 46 Street,,11219,Not found,Not found,Brooklyn, Not found ,159428,K-12 School,"K-12 School, Worship Facility",K-12 School,144946,Worship Facility,14482,,,2003,2,100,Whole Building,,74,83.4,86.4,43.1,45.8,6.4,0.2,,,,,,,,,,3409200.1,38165.6,3469196.5,1016763.2,1021681,,,474.9,181.1,293.8,,,Not found,2/14/2019,Not found
30259,6683522,MHANY 2004 HDFC: 222 E 119th St and 234 E 119th St,,,1017830031;1017830034,1-01783-0031; 1-01783-0034,1054536; 1054537,222-234 E 119th St,,10035,Not found,Not found,Manhattan, Not found ,80766,Multifamily Housing,Multifamily Housing,Multifamily Housing,80766,,,,,2004,2,100,Whole Building,Whole Building,55,132.1,140.7,107.5,115.6,3.2,1,,,,,,,,,,7797489.8,84441,887070.6,259985.5,261346.4,,,489.3,414.2,75.1,,,Not found,2/14/2019,Not found
30266,6683535,MHANY PHOENIX ESTATES: 739-741 Coster Street,,,2027630097;2027630095,2-02763-0097; 2-02763-0095,2006508; 2006507,739 Coster St,,10474,Not found,Not found,Bronx, Not found ,64376,Multifamily Housing,Multifamily Housing,Multifamily Housing,64376,,,,,2008,2,100,Whole Building,Whole Building,68,115.9,121.9,91.7,97.3,3.3,0.9,,,,,,,,,,5182813.3,55326.8,721184,211366.9,213519.2,,,336.4,275.3,61.1,8868.9,137.77,Not found,2/14/2019,Not found
30298,4985858,Original Campus,4985858,Original Campus,3019200001;3019190001;3019050120;3019210001;3019220001,3-01920-0001;3-01919-0001;3-01905-0120;3-01921-0001;3-01922-0001,,200 Grand Ave,,11205,Not found,Not found,Brooklyn, Not found ,900000,College/University,College/University,College/University,900000,,,,,1887,22,100,Whole Building,Whole Building,,50.7,53.5,34.2,36.9,2.5,0.3,,,,,,,,,,23226796.4,255965.5,7584514,2222893.6,2222893.6,,,1876,1233.7,642.3,6101,6.78,Not found,2/14/2019,Not found
30354,6603471,City Bay Plaza,,,"2,051,411,130,205,140,000,000,000,000,000,000,000,000","2-05141-1130, 2-05141-1135, 2-05141-1149, 2-05141-1150","2101857, 2101859, 2101863, 2101227",350-360 Baychester Avenue,,10475,Not found,Not found,Bronx, Not found ,118603,Strip Mall,"Other - Mall, Parking",Other - Mall,118603,Parking,0,,,1998,1,85,"Tenant Cooling, Tenant Heating, Common Area Heating, Common Area Cooling, Tenant Plug Load/Electricity, Common Area Plug Load/Electricity",,,66.5,67,26.1,26.6,6.5,0,,,,,,,,,,445180,5057,2648518,776236.1,776236.1,,,247.9,23.6,224.3,,,Not found,2/14/2019,Not found
32111,6691954,Pulaski Manor,6691954,Pulaski Manor,3015950066;3015950061,3-01595-0066;3-01595-0061,3043115;3043114,365-375 Pulaski Street ,2nd fl,11206,Not found,Not found,Brooklyn, Not found ,68000,Multifamily Housing,Multifamily Housing,Multifamily Housing,68000,,,,,1930,2,100,Whole Building,Whole Building,44,103.9,112.1,81.8,89.6,3,0.8,,,,,,,,,,4861699.8,53856.5,699243,204936.4,206314.2,,,317.4,258.2,59.2,6596.2,97,Not found,2/14/2019,Not found
32112,6692049,Eastern Parkway,6692049,Eastern Parkway,3013990034;3013990039,3-01399-0034;3-01399-0039,3037627;3813935;3037628,1360-1370 Eastern Parkway,2nd fl,11233,Not found,Not found,Brooklyn, Not found ,60000,Multifamily Housing,Multifamily Housing,Multifamily Housing,60000,,,,,1930,2,100,Whole Building,,30,120.1,125.4,95.9,100.9,3.7,0.2,,3962946.1,,,,,,,,1034299.8,10343,755695.9,221481.8,224785.6,,,413,349,64,,,Not found,2/14/2019,Not found
32113,6694171,Howard 1,6694171,Howard 1,3035110065;3035110068;3035110072,3-03511-0065;3-03511-0068;3-03511-0072,3080883;3080884;3080885,4403 15th ave suite 277,,11219,Not found,Not found,Brooklyn, Not found ,70000,Multifamily Housing,Multifamily Housing,Multifamily Housing,70000,,,,,1930,3,100,"Tenant Heating, Common Area Heating, Common Area Hot Water, Tenant Hot Water",Whole Building,,68.9,73.5,65.6,70,,0.7,,,,,,,,,,4591000.2,49023.3,,,,,,243.8,243.8,0,2363.2,33.76,Not found,2/14/2019,Not found
32114,6694180,Howard 2,6694180,Howard 2,3035330031;3035330037;3035330040,3-03533-0031;3-03533-0037;3-03533-0040,3081217;30812183081219,4403 15th ave suite 277,,11219,Not found,Not found,Brooklyn, Not found ,80000,Multifamily Housing,Multifamily Housing,Multifamily Housing,80000,,,,,1930,3,100,"Tenant Hot Water, Tenant Heating, Common Area Heating, Common Area Hot Water",,,67.1,70.7,63.9,67.3,,0.7,,,,,,,,,,5112800,53867.2,,,,,,271.6,271.6,0,,,Not found,2/14/2019,Not found
32115,6696935,lrf housing associates,6696935,lrf housing associates,2026230001;2026260060,2-02623-0001;2-02626-0060,2004408;2804195;2804194;2004415,4403 15th ave suite 276,,11219,Not found,Not found,Bronx, Not found ,98970,Multifamily Housing,Multifamily Housing,Multifamily Housing,98970,,,,,1930,2,100,"Common Area Heating, Tenant Hot Water, Tenant Heating, Common Area Hot Water",,,58.1,62.9,55.3,59.9,,0.6,,,,,,,,,,5476068.9,59258.1,,,,,,290.9,290.9,0,,,Not found,2/14/2019,Not found
32121,6691954,Pulaski Manor,6691954,Pulaski Manor,3015950066;3015950061,3-01595-0066;3-01595-0061,3043115;3043114,365-375 Pulaski Street ,2nd fl,11206,Not found,Not found,Brooklyn, Not found ,68000,Multifamily Housing,Multifamily Housing,Multifamily Housing,68000,,,,,1930,2,100,Whole Building,Whole Building,44,103.9,112.1,81.8,89.6,3,0.8,,,,,,,,,,4861699.8,53856.5,699243,204936.4,206314.2,,,317.4,258.2,59.2,6596.2,97,Not found,2/14/2019,Not found
32122,6692049,Eastern Parkway,6692049,Eastern Parkway,3013990034;3013990039,3-01399-0034;3-01399-0039,3037627;3813935;3037628,1360-1370 Eastern Parkway,2nd fl,11233,Not found,Not found,Brooklyn, Not found ,60000,Multifamily Housing,Multifamily Housing,Multifamily Housing,60000,,,,,1930,2,100,Whole Building,,30,120.1,125.4,95.9,100.9,3.7,0.2,,3962946.1,,,,,,,,1034299.8,10343,755695.9,221481.8,224785.6,,,413,349,64,,,Not found,2/14/2019,Not found
32123,6694171,Howard 1,6694171,Howard 1,3035110065;3035110068;3035110072,3-03511-0065;3-03511-0068;3-03511-0072,3080883;3080884;3080885,4403 15th ave suite 277,,11219,Not found,Not found,Brooklyn, Not found ,70000,Multifamily Housing,Multifamily Housing,Multifamily Housing,70000,,,,,1930,3,100,"Common Area Hot Water, Tenant Heating, Tenant Hot Water, Common Area Heating",Whole Building,,68.9,73.5,65.6,70,,0.7,,,,,,,,,,4591000.2,49023.3,,,,,,243.8,243.8,0,2363.2,33.76,Not found,2/14/2019,Not found
32124,6694180,Howard 2,6694180,Howard 2,3035330031;3035330037;3035330040,3-03533-0031;3-03533-0037;3-03533-0040,3081217;30812183081219,4403 15th ave suite 277,,11219,Not found,Not found,Brooklyn, Not found ,80000,Multifamily Housing,Multifamily Housing,Multifamily Housing,80000,,,,,1930,3,100,"Tenant Hot Water, Tenant Heating, Common Area Heating, Common Area Hot Water",,,67.1,70.7,63.9,67.3,,0.7,,,,,,,,,,5112800,53867.2,,,,,,271.6,271.6,0,,,Not found,2/14/2019,Not found
32125,6696935,lrf housing associates,6696935,lrf housing associates,2026230001;2026260060,2-02623-0001;2-02626-0060,2004408;2804195;2804194;2004415,4403 15th ave suite 276,,11219,Not found,Not found,Bronx, Not found ,98970,Multifamily Housing,Multifamily Housing,Multifamily Housing,98970,,,,,1930,2,100,"Common Area Hot Water, Common Area Heating, Tenant Hot Water, Tenant Heating",,,58.1,62.9,55.3,59.9,,0.6,,,,,,,,,,5476068.9,59258.1,,,,,,290.9,290.9,0,,,Not found,2/14/2019,Not found
32162,6700172,446-474 East 98th Street Campus,6700172,446-474 East 98th Street Campus,3046940061;3046940067,3-04694-0061;3-04694-0067,3102739;3102737;3102738;3102740,446-474 East 98th Street,,11212,Not found,Not found,Brooklyn, Not found ,81600,Multifamily Housing,Multifamily Housing,Multifamily Housing,81600,,,,,1928,2,100,Whole Building,Whole Building,22,122.3,127.7,94.4,99.4,3.9,0.9,,,,,,,,,,6623200.2,70223.8,1079839.9,316482.9,319309.3,,,443.2,351.8,91.5,8723.9,106.91,Not found,2/15/2019,Not found
32202,6694508,14-24 Thayer Campus,6694508,14-24 Thayer Campus,1021740224;1021740217,1-02174-0224;1-02174-0217,1064214;1064213,14-24 Thayer Street,,10040,Not found,Not found,Manhattan, Not found ,64255,Multifamily Housing,Multifamily Housing,Multifamily Housing,64255,,,,,1926,2,100,Whole Building,Whole Building,57,115.7,116.2,84,84.2,4.7,0.7,,,,,,,,,,4390021.9,43900.2,1008651.1,295618.7,299110.7,,,318.6,233.2,85.4,8121.1,126.39,Not found,2/15/2019,Not found
32203,6694551,605-609 W 177th St Campus,6694551,605-609 W 177th St Campus,1021440025;1021440027,1-02144-0025;1-02144-0027,1063544;1063545,605-609 West 177th Street,,10033,Not found,Not found,Manhattan, Not found ,31680,Multifamily Housing,Multifamily Housing,Multifamily Housing,31680,,,,,1910,2,100,Whole Building,Whole Building,39,142.5,147,105.1,110.1,5.3,0.9,,,,,,,,,,2746803,29189.9,582287.9,170658.8,166643.1,,,195.2,145.9,49.3,,,Not found,2/15/2019,Not found
32204,6700155,8758 Bay Pkway / 159 Bay 29th Street Campus,6700155,8758 Bay Pkway / 159 Bay 29th Street Campus,3064140006;3064140001,3-06414-0006;3-06414-0001,3167998;3167997,8758 Bay Parkway,159 Bay 29th Street,11214,Not found,Not found,Brooklyn, Not found ,60144,Multifamily Housing,Multifamily Housing,Multifamily Housing,60144,,,,,1926,2,100,Whole Building,Whole Building,41,109.8,,89.4,,2.7,0.8,,103624.2,,,,,,,,4728299.9,50880.4,547833.6,160560.8,160798.6,,,305.2,258.8,46.4,7365.8,122.47,Not found,2/15/2019,Not found
32380,6699192,FTPA Storage Staten Island LLC,6699192,FTPA Storage Staten Island LLC,5021720060;5021720065;5021720071,"5-02172-0060, 5-02172-0065, 5-02172-0071",,3511 Victory Blvd,,10314,Not found,Not found,Staten Island, Not found ,39031,Self-Storage Facility,Self-Storage Facility,Self-Storage Facility,39031,,,,,1987,6,90,Whole Building,Whole Building,,9.8,10.2,3.5,3.6,1.1,,,,,,,,,,,,,137279.7,40234.4,41476,,,11.6,0,11.6,13.2,0.34,Not found,2/15/2019,Not found
32398,6696935,lrf housing associates,6696935,lrf housing associates,2026230001;2026260060,2-02623-0001;2-02626-0060,2004408;2804195;2804194;2004415,4403 15th ave suite 276,,11219,Not found,Not found,Bronx, Not found ,98970,Multifamily Housing,Multifamily Housing,Multifamily Housing,98970,,,,,1930,2,100,Whole Building,Whole Building,52,117.4,123,79.9,84.7,5.7,0.7,,,,,,,,,,6005747.1,64622.4,1897581.5,556149.3,563714.9,,,479.7,319,160.7,8321.6,84.08,Not found,2/15/2019,Not found
32408,6691954,Pulaski Manor,6691954,Pulaski Manor,3015950066;3015950061,3-01595-0066;3-01595-0061,3043115;3043114,365-375 Pulaski Street ,2nd fl,11206,Not found,Not found,Brooklyn, Not found ,68000,Multifamily Housing,Multifamily Housing,Multifamily Housing,68000,,,,,1930,2,100,Whole Building,Whole Building,44,103.9,112.1,81.8,89.6,3,0.8,,,,,,,,,,4861699.8,53856.5,699243,204936.4,206314.2,,,317.4,258.2,59.2,6596.2,97,Not found,2/15/2019,Not found
32409,6694171,Howard 1,6694171,Howard 1,3035110065;3035110068;3035110072,3-03511-0065;3-03511-0068;3-03511-0072,3080883;3080884;3080885,4403 15th ave suite 277,,11219,Not found,Not found,Brooklyn, Not found ,69500,Multifamily Housing,Multifamily Housing,Multifamily Housing,70000,,,,,1930,3,100,Whole Building,Another configuration,40,113.5,119.2,81.5,86.3,4.8,0.7,,,,,,,,,,4591000.2,49023.3,1116423.4,327205,334234.2,,,338.4,243.8,94.5,2363.2,33.76,Not found,2/15/2019,Not found
32410,6694180,Howard 2,6694180,Howard 2,3035330031;3035330037;3035330040,3-03533-0031;3-03533-0037;3-03533-0040,3081217;30812183081219,4403 15th ave suite 277,,11219,Not found,Not found,Brooklyn, Not found ,81000,Multifamily Housing,Multifamily Housing,Multifamily Housing,80000,,,,,1930,3,100,Whole Building,,46,109.6,116,79.1,83.5,4.7,0.7,,,,,,,,,,5112800,53867.2,1214259.9,355879.2,379263.2,,,374.4,271.6,102.8,,,Not found,2/15/2019,Not found
33654,6700172,446-474 East 98th Street Campus,6700172,446-474 East 98th Street Campus,3046940061;3046940067,3-04694-0061;3-04694-0067,3102739;3102737;3102738;3102740,446-474 East 98th Street,,11212,Not found,Not found,Brooklyn, Not found ,81600,Multifamily Housing,Multifamily Housing,Multifamily Housing,81600,,,,,1928,2,100,Whole Building,Whole Building,22,122.3,127.7,94.4,99.4,3.9,0.9,,,,,,,,,,6623200.2,70223.8,1079839.9,316482.9,319309.3,,,443.2,351.8,91.5,8723.9,106.91,Not found,2/15/2019,Not found
33695,6694508,14-24 Thayer Campus,6694508,14-24 Thayer Campus,1021740224;1021740217,1-02174-0224;1-02174-0217,1064214;1064213,14-24 Thayer Street,,10040,Not found,Not found,Manhattan, Not found ,64255,Multifamily Housing,Multifamily Housing,Multifamily Housing,64255,,,,,1926,2,100,Whole Building,Whole Building,57,115.7,116.2,84,84.2,4.7,0.7,,,,,,,,,,4390021.9,43900.2,1008651.1,295618.7,299110.7,,,318.6,233.2,85.4,8121.1,126.39,Not found,2/15/2019,Not found
33696,6694551,605-609 W 177th St Campus,6694551,605-609 W 177th St Campus,1021440025;1021440027,1-02144-0025;1-02144-0027,1063544;1063545,605-609 West 177th Street,,10033,Not found,Not found,Manhattan, Not found ,31680,Multifamily Housing,Multifamily Housing,Multifamily Housing,31680,,,,,1910,2,100,Whole Building,Whole Building,39,142.5,147,105.1,110.1,5.3,0.9,,,,,,,,,,2746803,29189.9,582287.9,170658.8,166643.1,,,195.2,145.9,49.3,,,Not found,2/15/2019,Not found
